entity_h3_id,,,,,,,,,,,,,,,,DN0000,DN0001,DN1000,DN1100,4020,4050,DN1140,4070,4080,DN1200,2200,DN1300,6000,6100,6200,6210,DN1400,DN1410,7000,7020,7060,7070,DN1420,7100,DN1500,1270,1600,DN1510,2300,2340,DN1530,1250,1360,DN1600,6510,6520,6530,6540,DN2000,DN2020,DN2200,1220,1330,1390,6620,DN2210,1240,DN2220,1460,1470,DN2230,1020,DN2300,1230,1280,1300,1340,DN2310,1290,1350,1430,DN2320,1310,1320,DN2400,4220,4530,4540,4550,DN2410,4230,4290,6600,DN2420,4260,4400,DN2500,4110,4210,4240,4300,4350,4500,4510,4520,DN2600,1380,4100,4270
entity_h3_long_desc,,,,,,,,,,,,,,,,S+B Group,Continuing Operations,Production,DEW,4020 - DEW Härterei Technik GmbH (DE),4050 - dhi Rohstoffmanagement GmbH (DE),DEW 4000,4070 - DEW Speciality Steel GmbH & Co. KG (DE),4080 - DEW Sales GmbH & Co. KG (DE),Swiss Steel,2200 - Swiss Steel AG (CH),Ugitech,6000 - Ugitech S.A. (FR),6100 - Sprint Metal Edelstahlziehereien GmbH (DE),6200 - Ugitech Italia S.r.l (IT),6210 - Ugitech TFA S.r.l. (IT),Finkl Steel,Finkl,7000 - Finkl Steel - Chicago (US),7020 - Finkl Steel - Houston| LLC (US),7060 - Finkl De Mexico S de R.L. de C.V. (MX),7070 - Composite Forgings LLC (US),Sorel,7100 - Finkl Steel - Sorel (CA),Steeltec,1270 - Steeltec Celik A.S. (TR),1600 - Steeltec GmbH (DE),Steeltec TK,2300 - Steeltec AG (CH),2340 - Ugitech Suisse S.A. (CH),Scandinavia,1250 - Steeltec A/S (DK),1360 - Steeltec Boxholm AB (SE),Ascometal,6510 - Ascometal Hagondange S.A.S. (FR),6520 - Ascometal Les Dunes S.A.S. (FR),6530 - Ascometal Custines - Le Marais S.A.S. (FR),6540 - Ascometal Fos-sur-Mer S.A.S. (FR),Sales & Services,Sales & Services International,Western Europe,1220 - S+B Iberica S.A. (ES),1330 - S+B UK Ltd. (UK),1390 - S+B Portugal S.A. (PT),6620 - Ascometal Iberica S.L. (ES),Sales & Services France,1240 - S+B France S.A.S. (FR),S&S Italy,1460 - S+B Italia S.r.l. (IT),1470 - S+B Acciai Speciali S.r.l. (IT),Sales & Services Germany,1020 - S+B Deutschland GmbH (DE),Central and Eastern Europe,1230 - S+B Polska Sp.z o.o. (PL),1280 - S+B Romania SRL (RO),1300 - S+B Magyarország Kft. Budapest (HU),1340 - S+B Oy (FI),S&S Baltic,1290 - S+B Baltic OÜ (EE),1350 - S+B Baltic UAB (LT),1430 - S+B Baltic SIA (LV),S&S Czeck & Slovakia,1310 - S+B s.r.o. (CZ),1320 - S+B Slovakia s.r.o. (SK),Americas,4220 - S+B do Brasil Indústria e Comércio de Acos Ltda. (BR),4530 - S+B Chile SpA (CL),4540 - S+B Argentina SAU (AR),4550 S+B Colombia S.A.S. (CO),S&S North America,4230 - S+B Canada Inc. (CA),4290 - S+B USA Inc. (US),6600 - Ascometal North America Inc. (US),S&S Mexico,4260 - S+B Mexico S.A. de C.V. (MX),4400 - Alta Tecnologia en Tratamientos S.A. de C.V. (MX),Asia - Pacific,4110 - S+B India Pvt. Ltd. (IN),4210 - S+B Australia Pty. Ltd. (AU),4240 - S+B Singapore Pte. Ltd. (SG),4300 - S-B Hong Kong Co. Ltd. (HK),4350 - Shanghai Xinzhen Precision Metalwork Co. Ltd.(CN),4500 - Schmolz Bickenbach Japan Co. Ltd. (JP),4510 - Schmolz-Bickenbach (Thailand) Ltd. (TH),4520 - Schmolz+Bickenbach Taiwan Ltd. (TW),Rest of the world,1380 - S+B Russia OOO (RU),4100 - S+B Middle East FZCO (AE),4270 - S+B South Africa (Pty.) Ltd. (ZA)
31101020,Gross Sales - Fixed price,N,2,4,ID,Indonesia,N,2,28,PSTASTE,Stainless Steel,Y,3,232,True,-292700.84,-292700.84,-292700.84,-292700.84,,,-292700.84,-585401.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,ID,Indonesia,N,2,28,P5104,SS bars rolled,N,2,253,True,-585401.68,-585401.68,-585401.68,-585401.68,,,-585401.68,-1170803.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,ID,Indonesia,N,2,28,PTOOSTE,Tool Steel,Y,3,302,True,-141086.40000000002,-141086.40000000002,-141086.40000000002,-141086.40000000002,,,-141086.40000000002,-282172.80000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,ID,Indonesia,N,2,28,P3103,TS bars forged,N,2,318,True,-80121.6,-80121.6,-80121.6,-80121.6,,,-80121.6,-160243.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,ID,Indonesia,N,2,28,P3104,TS bars rolled,N,2,323,True,-202051.2,-202051.2,-202051.2,-202051.2,,,-202051.2,-404102.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IL,Israel,N,2,33,PTOT,Total,Y,5,0,True,-641965.8457300001,-641965.8457300001,-641965.8457300001,,,,,,,,,,,,,,,,,,,,,,-172040.76573,,,-172040.76573,-344081.53146,,,,,-469925.08,,-1409775.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IL,Israel,N,2,33,PALL,All Products,Y,4,1,True,-641965.8457300001,-641965.8457300001,-641965.8457300001,,,,,,,,,,,,,,,,,,,,,,-172040.76573,,,-172040.76573,-344081.53146,,,,,-469925.08,,-1409775.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IL,Israel,N,2,33,PENGSTE,Engineering Steel,Y,3,2,True,-641965.8457300001,-641965.8457300001,-641965.8457300001,,,,,,,,,,,,,,,,,,,,,,-172040.76573,,,-172040.76573,-344081.53146,,,,,-469925.08,,-1409775.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IL,Israel,N,2,33,PASTE,Alloyed steel,Y,2,3,True,-469925.08,-469925.08,-469925.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-469925.08,,-1409775.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IL,Israel,N,2,33,P4104,AS bars rolled,N,1,24,True,-469925.08,-469925.08,-469925.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-469925.08,,-1409775.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IL,Israel,N,2,33,PFSTE,Free cutting steel,Y,2,73,True,-172040.76573,-172040.76573,-172040.76573,,,,,,,,,,,,,,,,,,,,,,-172040.76573,,,-172040.76573,-344081.53146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IL,Israel,N,2,33,P2112,FS ETG,N,1,104,True,-172040.76573,-172040.76573,-172040.76573,,,,,,,,,,,,,,,,,,,,,,-172040.76573,,,-172040.76573,-344081.53146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,PTOT,Total,Y,5,0,True,-71631223.031082,-71631223.031082,-43122681.3765928,-8697937.56,,,-8697937.56,-17395875.12,,,,,,,,,,,,,,,,,-8775.8565928,0.0,,0.0,0.0,,-8775.8565928,,-17551.7131856,-34415967.96,-15384182.399999999,-33355284.599999998,-8608474.68,-45899962.2,-28508541.654489197,-28508541.654489197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28508541.654489197,-57017083.30897839,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,PALL,All Products,Y,4,1,True,-71631223.031082,-71631223.031082,-43122681.3765928,-8697937.56,,,-8697937.56,-17395875.12,,,,,,,,,,,,,,,,,-8775.8565928,0.0,,0.0,0.0,,-8775.8565928,,-17551.7131856,-34415967.96,-15384182.399999999,-33355284.599999998,-8608474.68,-45899962.2,-28508541.654489197,-28508541.654489197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28508541.654489197,-57017083.30897839,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,PENGSTE,Engineering Steel,Y,3,2,True,-37545891.2862288,-37545891.2862288,-34424743.8165928,,,,,,,,,,,,,,,,,,,,,,-8775.8565928,,,0.0,0.0,,-8775.8565928,,-17551.7131856,-34415967.96,-15384182.399999999,-33355284.599999998,-8608474.68,-45899962.2,-3121147.4696359998,-3121147.4696359998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3121147.4696359998,-6242294.9392719995,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,PASTE,Alloyed steel,Y,2,3,True,-35325457.2496752,-35325457.2496752,-34415967.96,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,-34415967.96,-15384182.399999999,-33355284.599999998,-8608474.68,-45899962.2,-909489.2896752,-909489.2896752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-909489.2896752,-1818978.5793504,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,P4104,AS bars rolled,N,1,24,True,-19943692.796896,-19943692.796896,-19115980.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19115980.56,-15384182.399999999,-33355284.599999998,-8608474.68,,-827712.236896,-827712.236896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-827712.236896,-1655424.473792,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,P4106,AS bright bars,N,1,34,True,-76368.8333508,-76368.8333508,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,-76368.8333508,-76368.8333508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76368.8333508,-152737.6667016,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,P4900,AS others,N,1,69,True,-15305395.6194284,-15305395.6194284,-15299987.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15299987.4,,,,-45899962.2,-5408.2194284,-5408.2194284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5408.2194284,-10816.4388568,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,PFSTE,Free cutting steel,Y,2,73,True,-2220434.0365536,-2220434.0365536,-8775.8565928,,,,,,,,,,,,,,,,,,,,,,-8775.8565928,,,0.0,0.0,,-8775.8565928,,-17551.7131856,,,,,,-2211658.1799608,-2211658.1799608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2211658.1799608,-4423316.3599216,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,P2106,FS bright bars,N,1,94,True,-8775.8565928,-8775.8565928,-8775.8565928,,,,,,,,,,,,,,,,,,,,,,-8775.8565928,,,,,,-8775.8565928,,-17551.7131856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,P2112,FS ETG,N,1,104,True,-2211658.1799608,-2211658.1799608,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,-2211658.1799608,-2211658.1799608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2211658.1799608,-4423316.3599216,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,PSTASTE,Stainless Steel,Y,3,232,True,-12054434.492097199,-12054434.492097199,-6893608.24,-6893608.24,,,-6893608.24,-13787216.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5160826.2520972,-5160826.2520972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5160826.2520972,-10321652.5041944,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,P5102,SS semis,N,2,243,True,-13775216.48,-13775216.48,-13775216.48,-13775216.48,,,-13775216.48,-27550432.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,P5104,SS bars rolled,N,2,253,True,-145459.9555384,-145459.9555384,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145459.9555384,-145459.9555384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145459.9555384,-290919.9110768,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,P5106,SS bright bars,N,2,263,True,-10176192.548656,-10176192.548656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10176192.548656,-10176192.548656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10176192.548656,-20352385.097312,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,P5900,SS others,N,2,298,True,-12000.0,-12000.0,-12000.0,-12000.0,,,-12000.0,-24000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,PTOOSTE,Tool Steel,Y,3,302,True,-22030897.252756,-22030897.252756,-1804329.3199999998,-1804329.3199999998,,,-1804329.3199999998,-3608658.6399999997,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,-20226567.932756,-20226567.932756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20226567.932756,-40453135.865512,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,P3103,TS bars forged,N,2,318,True,-7765493.9365312,-7765493.9365312,-1209224.64,-1209224.64,,,-1209224.64,-2418449.28,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,-6556269.2965312,-6556269.2965312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6556269.2965312,-13112538.5930624,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,P3104,TS bars rolled,N,2,323,True,-24380392.8333032,-24380392.8333032,-378154.0,-378154.0,,,-378154.0,-756308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24002238.8333032,-24002238.8333032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24002238.8333032,-48004477.6666064,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,P3110,TS sheets/ plates rolled,N,2,343,True,-10080850.8896608,-10080850.8896608,-510880.0,-510880.0,,,-510880.0,-1021760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9569970.8896608,-9569970.8896608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9569970.8896608,-19139941.7793216,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,P3111,TS blocks forged and processed,N,2,348,True,-1510400.0,-1510400.0,-1510400.0,-1510400.0,,,-1510400.0,-3020800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,IN,India,N,2,38,P3900,TS others,N,2,353,True,-324656.8460168,-324656.8460168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-324656.8460168,-324656.8460168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-324656.8460168,-649313.6920336,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,JP,Japan,N,2,48,PTOT,Total,Y,5,0,True,-155894.68,-155894.68,-155894.68,-155894.68,,,-155894.68,-311789.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,JP,Japan,N,2,48,PALL,All Products,Y,4,1,True,-155894.68,-155894.68,-155894.68,-155894.68,,,-155894.68,-311789.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,JP,Japan,N,2,48,PSTASTE,Stainless Steel,Y,3,232,True,-68830.36,-68830.36,-68830.36,-68830.36,,,-68830.36,-137660.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,JP,Japan,N,2,48,P5104,SS bars rolled,N,2,253,True,-137660.72,-137660.72,-137660.72,-137660.72,,,-137660.72,-275321.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,JP,Japan,N,2,48,PTOOSTE,Tool Steel,Y,3,302,True,-87064.32,-87064.32,-87064.32,-87064.32,,,-87064.32,-174128.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,JP,Japan,N,2,48,P3103,TS bars forged,N,2,318,True,-174128.64,-174128.64,-174128.64,-174128.64,,,-174128.64,-348257.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,KR,Korea| Republic of (South Korea),N,2,53,PTOT,Total,Y,5,0,True,-613394.2978688,-613394.2978688,-576619.28,-576619.28,,,-576619.28,-1153238.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36775.0178688,-36775.0178688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36775.0178688,,,,,-73550.0357376,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,KR,Korea| Republic of (South Korea),N,2,53,PALL,All Products,Y,4,1,True,-613394.2978688,-613394.2978688,-576619.28,-576619.28,,,-576619.28,-1153238.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36775.0178688,-36775.0178688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36775.0178688,,,,,-73550.0357376,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,KR,Korea| Republic of (South Korea),N,2,53,PSTASTE,Stainless Steel,Y,3,232,True,-328994.2978688,-328994.2978688,-292219.28,-292219.28,,,-292219.28,-584438.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36775.0178688,-36775.0178688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36775.0178688,,,,,-73550.0357376,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,KR,Korea| Republic of (South Korea),N,2,53,P5105,SS wire rod,N,2,258,True,-420413.44,-420413.44,-420413.44,-420413.44,,,-420413.44,-840826.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,KR,Korea| Republic of (South Korea),N,2,53,P5106,SS bright bars,N,2,263,True,-237575.1557376,-237575.1557376,-164025.12,-164025.12,,,-164025.12,-328050.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73550.0357376,-73550.0357376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73550.0357376,,,,,-147100.0714752,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,KR,Korea| Republic of (South Korea),N,2,53,PTOOSTE,Tool Steel,Y,3,302,True,-284400.0,-284400.0,-284400.0,-284400.0,,,-284400.0,-568800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,KR,Korea| Republic of (South Korea),N,2,53,P3111,TS blocks forged and processed,N,2,348,True,-568800.0,-568800.0,-568800.0,-568800.0,,,-568800.0,-1137600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,MY,Malaysia,N,2,63,PTOT,Total,Y,5,0,True,-2675947.8080852004,-2675947.8080852004,-1129301.0085880002,-1064008.04,,,-1064008.04,-2128016.08,,,,,,,,,,,,,,,,,-65292.968588,,-166118.40000000002,-9920.168588,-19840.337176,,,,,,,,,,-1546646.7994972,-1546646.7994972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1546646.7994972,,,,,-3093293.5989944,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,MY,Malaysia,N,2,63,PALL,All Products,Y,4,1,True,-2675947.8080852004,-2675947.8080852004,-1129301.0085880002,-1064008.04,,,-1064008.04,-2128016.08,,,,,,,,,,,,,,,,,-65292.968588,,-166118.40000000002,-9920.168588,-19840.337176,,,,,,,,,,-1546646.7994972,-1546646.7994972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1546646.7994972,,,,,-3093293.5989944,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,MY,Malaysia,N,2,63,PENGSTE,Engineering Steel,Y,3,2,True,-65292.968588,-65292.968588,-65292.968588,,,,,,,,,,,,,,,,,,,,,,-65292.968588,,-166118.40000000002,-9920.168588,-19840.337176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,MY,Malaysia,N,2,63,PFSTE,Free cutting steel,Y,2,73,True,-65292.968588,-65292.968588,-65292.968588,,,,,,,,,,,,,,,,,,,,,,-65292.968588,,-166118.40000000002,-9920.168588,-19840.337176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,MY,Malaysia,N,2,63,P2106,FS bright bars,N,1,94,True,-55372.8,-55372.8,-55372.8,,,,,,,,,,,,,,,,,,,,,,-55372.8,,-166118.40000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,MY,Malaysia,N,2,63,P2112,FS ETG,N,1,104,True,-9920.168588,-9920.168588,-9920.168588,,,,,,,,,,,,,,,,,,,,,,-9920.168588,,,-9920.168588,-19840.337176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,MY,Malaysia,N,2,63,PSTASTE,Stainless Steel,Y,3,232,True,-2610654.8394972,-2610654.8394972,-1064008.04,-1064008.04,,,-1064008.04,-2128016.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1546646.7994972,-1546646.7994972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1546646.7994972,,,,,-3093293.5989944,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,MY,Malaysia,N,2,63,P5104,SS bars rolled,N,2,253,True,-1189980.32,-1189980.32,-1189980.32,-1189980.32,,,-1189980.32,-2379960.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,MY,Malaysia,N,2,63,P5105,SS wire rod,N,2,258,True,-938035.76,-938035.76,-938035.76,-938035.76,,,-938035.76,-1876071.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,MY,Malaysia,N,2,63,P5106,SS bright bars,N,2,263,True,-3093293.5989944,-3093293.5989944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3093293.5989944,-3093293.5989944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3093293.5989944,,,,,-6186587.1979888,,,,,,,
31101020,Gross Sales - Fixed price,N,2,4,SA,Saudi Arabia,N,2,73,PTOT,Total,Y,5,0,True,-1530680.6631964,-1530680.6631964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1530680.6631964,-1530680.6631964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1530680.6631964,,-3061361.3263928,
31101020,Gross Sales - Fixed price,N,2,4,SA,Saudi Arabia,N,2,73,PALL,All Products,Y,4,1,True,-1530680.6631964,-1530680.6631964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1530680.6631964,-1530680.6631964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1530680.6631964,,-3061361.3263928,
31101020,Gross Sales - Fixed price,N,2,4,SA,Saudi Arabia,N,2,73,PSTASTE,Stainless Steel,Y,3,232,True,-378964.6712936,-378964.6712936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-378964.6712936,-378964.6712936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-378964.6712936,,-757929.3425872,
31101020,Gross Sales - Fixed price,N,2,4,SA,Saudi Arabia,N,2,73,P5104,SS bars rolled,N,2,253,True,-757929.3425872,-757929.3425872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-757929.3425872,-757929.3425872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-757929.3425872,,-1515858.6851744,
