entity_h3_id,,,,,,,,,,,,,,,,DN0000,DN0001,DN1000,DN1100,4020,4050,DN1140,4070,4080,DN1200,2200,DN1300,6000,6100,6200,6210,DN1400,DN1410,7000,7020,7060,7070,DN1420,7100,DN1500,1270,1600,DN1510,2300,2340,DN1530,1250,1360,DN1600,6510,6520,6530,6540,DN2000,DN2020,DN2200,1220,1330,1390,6620,DN2210,1240,DN2220,1460,1470,DN2230,1020,DN2300,1230,1280,1300,1340,DN2310,1290,1350,1430,DN2320,1310,1320,DN2400,4220,4530,4540,4550,DN2410,4230,4290,6600,DN2420,4260,4400,DN2500,4110,4210,4240,4300,4350,4500,4510,4520,DN2600,1380,4100,4270
entity_h3_long_desc,,,,,,,,,,,,,,,,S+B Group,Continuing Operations,Production,DEW,4020 - DEW Härterei Technik GmbH (DE),4050 - dhi Rohstoffmanagement GmbH (DE),DEW 4000,4070 - DEW Speciality Steel GmbH & Co. KG (DE),4080 - DEW Sales GmbH & Co. KG (DE),Swiss Steel,2200 - Swiss Steel AG (CH),Ugitech,6000 - Ugitech S.A. (FR),6100 - Sprint Metal Edelstahlziehereien GmbH (DE),6200 - Ugitech Italia S.r.l (IT),6210 - Ugitech TFA S.r.l. (IT),Finkl Steel,Finkl,7000 - Finkl Steel - Chicago (US),7020 - Finkl Steel - Houston| LLC (US),7060 - Finkl De Mexico S de R.L. de C.V. (MX),7070 - Composite Forgings LLC (US),Sorel,7100 - Finkl Steel - Sorel (CA),Steeltec,1270 - Steeltec Celik A.S. (TR),1600 - Steeltec GmbH (DE),Steeltec TK,2300 - Steeltec AG (CH),2340 - Ugitech Suisse S.A. (CH),Scandinavia,1250 - Steeltec A/S (DK),1360 - Steeltec Boxholm AB (SE),Ascometal,6510 - Ascometal Hagondange S.A.S. (FR),6520 - Ascometal Les Dunes S.A.S. (FR),6530 - Ascometal Custines - Le Marais S.A.S. (FR),6540 - Ascometal Fos-sur-Mer S.A.S. (FR),Sales & Services,Sales & Services International,Western Europe,1220 - S+B Iberica S.A. (ES),1330 - S+B UK Ltd. (UK),1390 - S+B Portugal S.A. (PT),6620 - Ascometal Iberica S.L. (ES),Sales & Services France,1240 - S+B France S.A.S. (FR),S&S Italy,1460 - S+B Italia S.r.l. (IT),1470 - S+B Acciai Speciali S.r.l. (IT),Sales & Services Germany,1020 - S+B Deutschland GmbH (DE),Central and Eastern Europe,1230 - S+B Polska Sp.z o.o. (PL),1280 - S+B Romania SRL (RO),1300 - S+B Magyarország Kft. Budapest (HU),1340 - S+B Oy (FI),S&S Baltic,1290 - S+B Baltic OÜ (EE),1350 - S+B Baltic UAB (LT),1430 - S+B Baltic SIA (LV),S&S Czeck & Slovakia,1310 - S+B s.r.o. (CZ),1320 - S+B Slovakia s.r.o. (SK),Americas,4220 - S+B do Brasil Indústria e Comércio de Acos Ltda. (BR),4530 - S+B Chile SpA (CL),4540 - S+B Argentina SAU (AR),4550 S+B Colombia S.A.S. (CO),S&S North America,4230 - S+B Canada Inc. (CA),4290 - S+B USA Inc. (US),6600 - Ascometal North America Inc. (US),S&S Mexico,4260 - S+B Mexico S.A. de C.V. (MX),4400 - Alta Tecnologia en Tratamientos S.A. de C.V. (MX),Asia - Pacific,4110 - S+B India Pvt. Ltd. (IN),4210 - S+B Australia Pty. Ltd. (AU),4240 - S+B Singapore Pte. Ltd. (SG),4300 - S-B Hong Kong Co. Ltd. (HK),4350 - Shanghai Xinzhen Precision Metalwork Co. Ltd.(CN),4500 - Schmolz Bickenbach Japan Co. Ltd. (JP),4510 - Schmolz-Bickenbach (Thailand) Ltd. (TH),4520 - Schmolz+Bickenbach Taiwan Ltd. (TW),Rest of the world,1380 - S+B Russia OOO (RU),4100 - S+B Middle East FZCO (AE),4270 - S+B South Africa (Pty.) Ltd. (ZA)
31109090,Gross Sales - Others,N,2,16,CTOT,Total,Y,5,0,PASTE,Alloyed steel,Y,2,3,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CTOT,Total,Y,5,0,P4104,AS bars rolled,N,1,24,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CTOT,Total,Y,5,0,P4900,AS others,N,1,69,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CTOT,Total,Y,5,0,POTH,Other,Y,3,187,True,-102384206.7578328,-102384206.7578328,-85345506.49772003,-67794193.46000002,-39286791.839999996,-26439489.60000006,-45885432.980000004,-91770865.96000001,0.0,,,-2361729.6799999997,-5218772.699999999,-374415.72000000003,-110824.85999999999,-1381175.76,-1109915.4700734,-338731.1900294,,,,-677462.3800588,-771184.280044,-1542368.560088,-6303676.3476466,-3971366.6467482,-12810465.600000001,-496981.8307391999,-982580.3892407998,-11383.2722376,-212750.434658,-93637.1785736,-331863.6907424,-7775991.54,-628742.04,-13985812.98,-6780522.719999999,-1932896.8800000004,-17038700.2601128,-17038700.2601128,-1362099.7545305998,-65013.32000000001,-179188.1090612,-207623.44,,-534290.2999999999,-534290.2999999999,-84734.84000000001,-76146.76000000001,-8588.08,-517162.18,-517162.18,-5194774.266415601,-354731.8571412,-70496.2206848,-11595.561899999999,-278111.2,-202278.18000000002,-74003.74000000002,-17098.22,-111176.22,-4635028.6665526,-4570946.6665526,-64082.0,-6945182.8872326,-79379.0946628,-302639.6633124,-9669.722554,,-4591731.452264801,-1071668.3569846,-3520063.0952802002,,-2157607.1947032,-789613.3555218,-1367993.8391814,-1306034.1551258,,-451519.0898864,,-2160549.2203652,,,,,-2230609.1968082,-292132.1183076,-3512061.1336032,-657025.1417056
31109090,Gross Sales - Others,N,2,16,CTOT,Total,Y,5,0,P6104,AL bars rolled,N,2,188,True,-345238.1392032,-345238.1392032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-345238.1392032,-345238.1392032,-21473.6,,,-17187.2,,-12880.0,-12880.0,,,,,,-323764.53920319997,-9447.9425432,,,,-233702.15999999997,-96169.08,-2902.56,-134630.52,-85338.40793160001,-78593.4879316,-6744.92,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CTOT,Total,Y,5,0,P6106,AL bright bars,N,2,193,True,-3616.5409228000003,-3616.5409228000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3616.5409228000003,-3616.5409228000003,-326.0,,,,,-326.0,-326.0,,,,,,-3290.5409228000003,-5872.455852,,-708.6259936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CTOT,Total,Y,5,0,P6108,AL seamless tubes,N,2,198,True,-18477.84,-18477.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18477.84,-18477.84,-420.0,,,,,-420.0,-420.0,,,,,,-18057.84,,,,,-18057.84,-10442.16,-4998.92,-2616.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CTOT,Total,Y,5,0,P6110,AL sheets/ plates rolled,N,2,203,True,-995279.281628,-995279.281628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-995279.281628,-995279.281628,-487935.2,,,,,-487935.2,-487935.2,,,,,,-113107.92000000001,,,,,-113107.92000000001,-33188.4,-4017.2,-75902.32,,,,-302639.6633124,0.0,-605279.3266248,,,,,,,,,,,,,,,,,,,-91596.4983156,,,-183192.9966312
31109090,Gross Sales - Others,N,2,16,CTOT,Total,Y,5,0,P6900,AL others,N,2,208,True,-3668586.3712351997,-3668586.3712351997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3668586.3712351997,-3668586.3712351997,-36813.56,-23163.36,,,,-25231.88,-25231.88,,,,,,-70856.5554024,-38169.0987648,-100916.33204,,,-1313.84,,,-1313.84,,,,,,,,,,,,,,,,,,,,,,,,,-3560916.2558327997,,-7024122.2672064,-97710.2444592
31109090,Gross Sales - Others,N,2,16,CTOT,Total,Y,5,0,P7900,HT others,N,2,213,True,-22249.4819292,-22249.4819292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22249.4819292,-22249.4819292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22249.4819292,,,-44498.9638584
31109090,Gross Sales - Others,N,2,16,CTOT,Total,Y,5,0,P8900,CI others,N,2,218,True,-5343.4623788,-5343.4623788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5343.4623788,-5343.4623788,,,,,,,,,,,,,-5343.4623788,,-2163.4047576,,,-4261.76,-4261.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CTOT,Total,Y,5,0,P9900,WW others,N,2,223,True,-40132524.33682159,-40132524.33682159,-27648269.670110393,-16200642.399999999,,,-16200642.399999999,-32401284.799999997,0.0,,,-28449.64,,,-85348.92,0.0,,,,,,,,,-11419177.6301104,-7942733.2934964,-25496506.56,-172852.7864844,-336173.4048768,-9532.168092,-99911.5591272,,-199823.1182544,,,,,,-12484254.6667112,-12484254.6667112,-739328.72,-21348.32,,-375355.04,,-384088.48,-384088.48,-18347.6,-12927.6,-5420.0,-138540.96,-138540.96,-8516902.063058801,-465952.3771792,,-22482.4978064,,-23666.28,-1966.88,-7160.4,-14539.0,-8249018.345566001,-8249018.345566001,,-1665465.835274,,,,,-1665465.835274,-9169.6910968,-1656296.1441772,,,,,-1559194.8725588,,,,-3118389.7451176,,,,,-3363.1758196,-6726.3516392,,
31109090,Gross Sales - Others,N,2,16,CTOT,Total,Y,5,0,P9999,OT others,N,2,228,True,-159577098.06154683,-159577098.06154683,-143042743.32532963,-119387744.52000004,-78573583.67999999,-52878979.20000012,-75570223.56,-151140447.12,0.0,,,-4695009.72,-10437545.399999999,-748831.4400000001,-136300.8,-2762351.52,-2219830.9401468,-677462.3800588,,,,-1354924.7601176,-1542368.560088,-3084737.120176,-1188175.0651827997,,-124424.63999999998,-821110.8749939998,-1628987.3736047996,-13234.3763832,-325589.3101888,-187274.3571472,-463904.2632304,-15551983.08,-1257484.08,-27971625.96,-13561045.439999998,-3865793.7600000007,-16534354.736217197,-16534354.736217197,-1437902.4290612,-85514.96,-358376.2181224,-22704.64,,-157699.03999999998,-157699.03999999998,-151122.08,-139365.92,-11756.16,-895783.4,-895783.4,-1338225.6118652,-190021.8399432,-37912.704572,,-556222.4,-10446.560000000001,-1979.2,-15117.36,6650.0,-935700.5796076001,-814281.4996076,-121419.08,-11922260.275878798,-158758.1893256,,-19339.445108,,-7517997.0692556,-2134167.0228724,-5383830.0463832,,-4315214.3894064,-1579226.7110436,-2735987.6783628,-1052873.4376928,,-903038.1797728,,-1202708.6956128,,,,,-783092.9817192,-577537.884976,,-988648.0784624
31109090,Gross Sales - Others,N,2,16,CTOT,Total,Y,5,0,PSTASTE,Stainless Steel,Y,3,232,True,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CTOT,Total,Y,5,0,P5107,SS bright wire,N,2,268,True,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CALL,All countries,Y,4,1,PTOT,Total,Y,5,0,True,-100472992.02854599,-100472992.02854599,-83434291.76843323,-67794193.46000002,-39286791.839999996,-26439489.60000006,-45885432.980000004,-91770865.96000001,0.0,,,-497333.54,,,-110824.85999999999,-1381175.76,-1109915.4700734,-338731.1900294,,,,-677462.3800588,-771184.280044,-1542368.560088,-6256857.7583598,-3971366.6467482,-12810465.600000001,-496981.8307391999,-982580.3892407998,-11383.2722376,-165931.8453712,,-331863.6907424,-7775991.54,-628742.04,-13985812.98,-6780522.719999999,-1932896.8800000004,-17038700.2601128,-17038700.2601128,-1362099.7545305998,-65013.32000000001,-179188.1090612,-207623.44,,-534290.2999999999,-534290.2999999999,-84734.84000000001,-76146.76000000001,-8588.08,-517162.18,-517162.18,-5194774.266415601,-354731.8571412,-70496.2206848,-11595.561899999999,-278111.2,-202278.18000000002,-74003.74000000002,-17098.22,-111176.22,-4635028.6665526,-4570946.6665526,-64082.0,-6945182.8872326,-79379.0946628,-302639.6633124,-9669.722554,,-4591731.452264801,-1071668.3569846,-3520063.0952802002,,-2157607.1947032,-789613.3555218,-1367993.8391814,-1306034.1551258,,-451519.0898864,,-2160549.2203652,,,,,-2230609.1968082,-292132.1183076,-3512061.1336032,-657025.1417056
31109090,Gross Sales - Others,N,2,16,CALL,All countries,Y,4,1,PALL,All Products,Y,4,1,True,-100472992.02854599,-100472992.02854599,-83434291.76843323,-67794193.46000002,-39286791.839999996,-26439489.60000006,-45885432.980000004,-91770865.96000001,0.0,,,-497333.54,,,-110824.85999999999,-1381175.76,-1109915.4700734,-338731.1900294,,,,-677462.3800588,-771184.280044,-1542368.560088,-6256857.7583598,-3971366.6467482,-12810465.600000001,-496981.8307391999,-982580.3892407998,-11383.2722376,-165931.8453712,,-331863.6907424,-7775991.54,-628742.04,-13985812.98,-6780522.719999999,-1932896.8800000004,-17038700.2601128,-17038700.2601128,-1362099.7545305998,-65013.32000000001,-179188.1090612,-207623.44,,-534290.2999999999,-534290.2999999999,-84734.84000000001,-76146.76000000001,-8588.08,-517162.18,-517162.18,-5194774.266415601,-354731.8571412,-70496.2206848,-11595.561899999999,-278111.2,-202278.18000000002,-74003.74000000002,-17098.22,-111176.22,-4635028.6665526,-4570946.6665526,-64082.0,-6945182.8872326,-79379.0946628,-302639.6633124,-9669.722554,,-4591731.452264801,-1071668.3569846,-3520063.0952802002,,-2157607.1947032,-789613.3555218,-1367993.8391814,-1306034.1551258,,-451519.0898864,,-2160549.2203652,,,,,-2230609.1968082,-292132.1183076,-3512061.1336032,-657025.1417056
31109090,Gross Sales - Others,N,2,16,CALL,All countries,Y,4,1,PENGSTE,Engineering Steel,Y,3,2,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CALL,All countries,Y,4,1,PASTE,Alloyed steel,Y,2,3,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CALL,All countries,Y,4,1,P4104,AS bars rolled,N,1,24,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CALL,All countries,Y,4,1,P4900,AS others,N,1,69,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CALL,All countries,Y,4,1,POTH,Other,Y,3,187,True,-100472992.02854599,-100472992.02854599,-83434291.76843323,-67794193.46000002,-39286791.839999996,-26439489.60000006,-45885432.980000004,-91770865.96000001,0.0,,,-497333.54,,,-110824.85999999999,-1381175.76,-1109915.4700734,-338731.1900294,,,,-677462.3800588,-771184.280044,-1542368.560088,-6256857.7583598,-3971366.6467482,-12810465.600000001,-496981.8307391999,-982580.3892407998,-11383.2722376,-165931.8453712,,-331863.6907424,-7775991.54,-628742.04,-13985812.98,-6780522.719999999,-1932896.8800000004,-17038700.2601128,-17038700.2601128,-1362099.7545305998,-65013.32000000001,-179188.1090612,-207623.44,,-534290.2999999999,-534290.2999999999,-84734.84000000001,-76146.76000000001,-8588.08,-517162.18,-517162.18,-5194774.266415601,-354731.8571412,-70496.2206848,-11595.561899999999,-278111.2,-202278.18000000002,-74003.74000000002,-17098.22,-111176.22,-4635028.6665526,-4570946.6665526,-64082.0,-6945182.8872326,-79379.0946628,-302639.6633124,-9669.722554,,-4591731.452264801,-1071668.3569846,-3520063.0952802002,,-2157607.1947032,-789613.3555218,-1367993.8391814,-1306034.1551258,,-451519.0898864,,-2160549.2203652,,,,,-2230609.1968082,-292132.1183076,-3512061.1336032,-657025.1417056
31109090,Gross Sales - Others,N,2,16,CALL,All countries,Y,4,1,P6104,AL bars rolled,N,2,188,True,-345238.1392032,-345238.1392032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-345238.1392032,-345238.1392032,-21473.6,,,-17187.2,,-12880.0,-12880.0,,,,,,-323764.53920319997,-9447.9425432,,,,-233702.15999999997,-96169.08,-2902.56,-134630.52,-85338.40793160001,-78593.4879316,-6744.92,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CALL,All countries,Y,4,1,P6106,AL bright bars,N,2,193,True,-3616.5409228000003,-3616.5409228000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3616.5409228000003,-3616.5409228000003,-326.0,,,,,-326.0,-326.0,,,,,,-3290.5409228000003,-5872.455852,,-708.6259936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CALL,All countries,Y,4,1,P6108,AL seamless tubes,N,2,198,True,-18477.84,-18477.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18477.84,-18477.84,-420.0,,,,,-420.0,-420.0,,,,,,-18057.84,,,,,-18057.84,-10442.16,-4998.92,-2616.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CALL,All countries,Y,4,1,P6110,AL sheets/ plates rolled,N,2,203,True,-995279.281628,-995279.281628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-995279.281628,-995279.281628,-487935.2,,,,,-487935.2,-487935.2,,,,,,-113107.92000000001,,,,,-113107.92000000001,-33188.4,-4017.2,-75902.32,,,,-302639.6633124,0.0,-605279.3266248,,,,,,,,,,,,,,,,,,,-91596.4983156,,,-183192.9966312
31109090,Gross Sales - Others,N,2,16,CALL,All countries,Y,4,1,P6900,AL others,N,2,208,True,-3668586.3712351997,-3668586.3712351997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3668586.3712351997,-3668586.3712351997,-36813.56,-23163.36,,,,-25231.88,-25231.88,,,,,,-70856.5554024,-38169.0987648,-100916.33204,,,-1313.84,,,-1313.84,,,,,,,,,,,,,,,,,,,,,,,,,-3560916.2558327997,,-7024122.2672064,-97710.2444592
31109090,Gross Sales - Others,N,2,16,CALL,All countries,Y,4,1,P7900,HT others,N,2,213,True,-22249.4819292,-22249.4819292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22249.4819292,-22249.4819292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22249.4819292,,,-44498.9638584
31109090,Gross Sales - Others,N,2,16,CALL,All countries,Y,4,1,P8900,CI others,N,2,218,True,-5343.4623788,-5343.4623788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5343.4623788,-5343.4623788,,,,,,,,,,,,,-5343.4623788,,-2163.4047576,,,-4261.76,-4261.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CALL,All countries,Y,4,1,P9900,WW others,N,2,223,True,-40132524.33682159,-40132524.33682159,-27648269.670110393,-16200642.399999999,,,-16200642.399999999,-32401284.799999997,0.0,,,-28449.64,,,-85348.92,0.0,,,,,,,,,-11419177.6301104,-7942733.2934964,-25496506.56,-172852.7864844,-336173.4048768,-9532.168092,-99911.5591272,,-199823.1182544,,,,,,-12484254.6667112,-12484254.6667112,-739328.72,-21348.32,,-375355.04,,-384088.48,-384088.48,-18347.6,-12927.6,-5420.0,-138540.96,-138540.96,-8516902.063058801,-465952.3771792,,-22482.4978064,,-23666.28,-1966.88,-7160.4,-14539.0,-8249018.345566001,-8249018.345566001,,-1665465.835274,,,,,-1665465.835274,-9169.6910968,-1656296.1441772,,,,,-1559194.8725588,,,,-3118389.7451176,,,,,-3363.1758196,-6726.3516392,,
31109090,Gross Sales - Others,N,2,16,CALL,All countries,Y,4,1,P9999,OT others,N,2,228,True,-155754668.60297322,-155754668.60297322,-139220313.86675602,-119387744.52000004,-78573583.67999999,-52878979.20000012,-75570223.56,-151140447.12,0.0,,,-966217.44,,,-136300.8,-2762351.52,-2219830.9401468,-677462.3800588,,,,-1354924.7601176,-1542368.560088,-3084737.120176,-1094537.8866091997,,-124424.63999999998,-821110.8749939998,-1628987.3736047996,-13234.3763832,-231952.1316152,,-463904.2632304,-15551983.08,-1257484.08,-27971625.96,-13561045.439999998,-3865793.7600000007,-16534354.736217197,-16534354.736217197,-1437902.4290612,-85514.96,-358376.2181224,-22704.64,,-157699.03999999998,-157699.03999999998,-151122.08,-139365.92,-11756.16,-895783.4,-895783.4,-1338225.6118652,-190021.8399432,-37912.704572,,-556222.4,-10446.560000000001,-1979.2,-15117.36,6650.0,-935700.5796076001,-814281.4996076,-121419.08,-11922260.275878798,-158758.1893256,,-19339.445108,,-7517997.0692556,-2134167.0228724,-5383830.0463832,,-4315214.3894064,-1579226.7110436,-2735987.6783628,-1052873.4376928,,-903038.1797728,,-1202708.6956128,,,,,-783092.9817192,-577537.884976,,-988648.0784624
31109090,Gross Sales - Others,N,2,16,CAAA,Africa/APAC,Y,3,2,PTOT,Total,Y,5,0,True,-5785774.1702956,-5785774.1702956,-2393702.4775154,-2053158.52,,-1801905.5999999999,-1452523.32,-2905046.64,,,,,,,,,,,,,,,,,-340543.9575153999,,-139680.0,-295657.5289099999,-591315.0578199998,,1673.5713945999998,,3347.1427891999997,,,,,,-3392071.6927802,-3392071.6927802,-1494.4,,,,,-1494.4,-1494.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1306034.1551258,,-451519.0898864,,-2160549.2203652,,,,,-2084543.1376544,,-3512061.1336032,-657025.1417056
31109090,Gross Sales - Others,N,2,16,CAAA,Africa/APAC,Y,3,2,PALL,All Products,Y,4,1,True,-5785774.1702956,-5785774.1702956,-2393702.4775154,-2053158.52,,-1801905.5999999999,-1452523.32,-2905046.64,,,,,,,,,,,,,,,,,-340543.9575153999,,-139680.0,-295657.5289099999,-591315.0578199998,,1673.5713945999998,,3347.1427891999997,,,,,,-3392071.6927802,-3392071.6927802,-1494.4,,,,,-1494.4,-1494.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1306034.1551258,,-451519.0898864,,-2160549.2203652,,,,,-2084543.1376544,,-3512061.1336032,-657025.1417056
31109090,Gross Sales - Others,N,2,16,CAAA,Africa/APAC,Y,3,2,POTH,Other,Y,3,187,True,-5785774.1702956,-5785774.1702956,-2393702.4775154,-2053158.52,,-1801905.5999999999,-1452523.32,-2905046.64,,,,,,,,,,,,,,,,,-340543.9575153999,,-139680.0,-295657.5289099999,-591315.0578199998,,1673.5713945999998,,3347.1427891999997,,,,,,-3392071.6927802,-3392071.6927802,-1494.4,,,,,-1494.4,-1494.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1306034.1551258,,-451519.0898864,,-2160549.2203652,,,,,-2084543.1376544,,-3512061.1336032,-657025.1417056
31109090,Gross Sales - Others,N,2,16,CAAA,Africa/APAC,Y,3,2,P6110,AL sheets/ plates rolled,N,2,203,True,-91596.4983156,-91596.4983156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91596.4983156,-91596.4983156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91596.4983156,,,-183192.9966312
31109090,Gross Sales - Others,N,2,16,CAAA,Africa/APAC,Y,3,2,P6900,AL others,N,2,208,True,-3560916.2558327997,-3560916.2558327997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3560916.2558327997,-3560916.2558327997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3560916.2558327997,,-7024122.2672064,-97710.2444592
31109090,Gross Sales - Others,N,2,16,CAAA,Africa/APAC,Y,3,2,P7900,HT others,N,2,213,True,-22249.4819292,-22249.4819292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22249.4819292,-22249.4819292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22249.4819292,,,-44498.9638584
31109090,Gross Sales - Others,N,2,16,CAAA,Africa/APAC,Y,3,2,P9900,WW others,N,2,223,True,-1559194.8725588,-1559194.8725588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1559194.8725588,-1559194.8725588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1559194.8725588,,,,-3118389.7451176,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CAAA,Africa/APAC,Y,3,2,P9999,OT others,N,2,228,True,-6337591.2319548,-6337591.2319548,-4787404.9550308,-4106317.04,,-3603811.1999999997,-2905046.64,-5810093.28,,,,,,,,,,,,,,,,,-681087.9150307998,,-279360.0,-591315.0578199998,-1182630.1156399995,,3347.1427891999997,,6694.285578399999,,,,,,-1550186.2769240001,-1550186.2769240001,-2988.8,,,,,-2988.8,-2988.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1052873.4376928,,-903038.1797728,,-1202708.6956128,,,,,-494324.0392312,,,-988648.0784624
31109090,Gross Sales - Others,N,2,16,AE,United Arab Emirates,N,2,3,PTOT,Total,Y,5,0,True,-3512061.1336032,-3512061.1336032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3512061.1336032,-3512061.1336032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3512061.1336032,,-7024122.2672064,
31109090,Gross Sales - Others,N,2,16,AE,United Arab Emirates,N,2,3,PALL,All Products,Y,4,1,True,-3512061.1336032,-3512061.1336032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3512061.1336032,-3512061.1336032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3512061.1336032,,-7024122.2672064,
31109090,Gross Sales - Others,N,2,16,AE,United Arab Emirates,N,2,3,POTH,Other,Y,3,187,True,-3512061.1336032,-3512061.1336032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3512061.1336032,-3512061.1336032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3512061.1336032,,-7024122.2672064,
